Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Guatemala,GTM,Land area (sq. km),AG.LND.TOTL.K2,..,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,107160,..
Guatemala,GTM,"Population, total",SP.POP.TOTL,4128880,4251911,4378604,4508444,4640795,4774984,4910790,5047435,5184095,5320100,5455197,5589563,5723759,5858466,5994300,6131151,6269983,6412667,6561919,6720582,6890346,7071186,7262658,7462585,7669863,7884034,8104921,8332446,8566331,8805995,9050115,9296814,9544055,9790619,10037522,10286786,10536942,10788362,11046215,11311078,11589761,11871565,12147518,12415334,12682108,12948292,13213330,13477017,13739299,14000190,14259687,14521515,14781942,15043981,15306316,15567419,15827690,16087418,16346950,16604026,16858333,17109746,17357886
Guinea,GIN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2961299961.19677,3059021048.86812,3251987666.56871,3382180212.65278,3528427807.52937,3620640551.51637,3739069795.90078,3927673880.92451,4083606426.55592,4271765665.55058,4462353698.18508,4693575171.74624,4864614741.6111,5050054051.82857,5176459963.13738,5365832803.50624,5642957112.38425,5713415146.00184,5847115762.97224,6022369759.37691,6094011997.54271,6509469505.06901,6778506931.56562,6702408562.49227,7025019626.64819,7419271580.26289,7858142732.74118,8168200455.7653,8470142324.28636,8794202394.72245,9745790250.76895,10749607167.2839,11433120071.2395,12075308646.7702,12669445997.4837,13163554391.3855,13782241447.7807
Guinea,GIN,Land area (sq. km),AG.LND.TOTL.K2,..,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,245720,..
Guinea,GIN,"Population, total",SP.POP.TOTL,3516814,3578631,3642324,3707945,3775510,3845074,3916780,3990760,4067333,4145194,4222374,4298087,4372212,4445207,4517073,4588006,4658743,4730375,4804926,4885199,4972609,5067427,5170731,5282274,5402084,5531661,5671380,5820774,5977175,6136166,6354145,6615734,6832195,7046097,7262112,7468347,7683115,7842806,7992545,8174897,8336967,8445717,8577790,8772254,8961039,9140114,9330625,9547082,9779785,10021323,10270728,10527712,10788692,11055430,11333365,11625998,11930985,12240789,12554864,12877539,13205153,13531906,13859341
Guinea-Bissau,GNB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,364481445.180846,350226694.4686,372553159.053133,376688099.704753,393862218.171244,424763010.601485,445760980.182824,413799606.000006,468115121.79241,477450013.103812,401284076.433676,474187473.99182,494103737.372387,477312672.177881,520792147.829076,542490915.676423,538184364.420038,553791711.028296,579266129.671084,614601363.705405,652092046.80786,685348741.343638,692887577.300966,707438216.422087,730076239.492262,762199594.088571,850614746.974498,905904705.52784,651345666.907221,658025460.380604,693736418.986232,708921662.737528,701937525.846443,705928112.110664,725421625.049847,756368829.244636,773836093.294513,799086020.321805,824685278.823106,852468719.346757,891775803.928319,963873913.396916,947365808.626892,978211132.396803,987646573.041633,1048229632.99726,1113878217.54975,1179810636.64351,1194956298.81312,1248729332.15829,1218759828.19627,1265072731.28409,1309350904.2529
Guinea-Bissau,GNB,Land area (sq. km),AG.LND.TOTL.K2,..,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,28120,..
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,577933,583107,590399,595802,590481,577638,570375,573380,583475,587880,591663,594501,595950,603203,623576,659635,701016,746588,794328,821598,831462,844957,858630,872394,886210,900088,914122,928408,943080,958239,973551,993856,1022904,1056761,1089617,1117222,1140604,1162443,1184071,1206474,1230849,1257380,1285678,1315653,1347009,1379713,1414091,1450572,1488431,1527196,1567220,1609017,1652717,1697753,1743309,1788919,1834552,1879826,1924955,1970457,2015828,2060721,2105566
Guyana,GUY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1555852774.95589,1628814869.09091,1646812064.96936,1444605655.78304,1608716937.55655,1778292091.76989,1871354987.56803,1952078164.81436,1972083599.70556,2110018751.87885,2199809690.29993,2268286484.81053,2193032203.38503,2220329299.6231,2391357711.92176,2594217101.09444,2634087968.19696,2564582824.7253,2518261617.69215,2472033983.34545,2514896326.63604,2552523348.40363,2215842085.89953,2065333522.99997,1961473314.11783,2008542150.93561,1990453175.38766,2008355243.45302,1934175977.75526,1839078992.21225,1782665526.16605,1890657018.27277,2037332030.16772,2203886072.87743,2391930958.7267,2512279686.62218,2712144537.77669,2879773122.52196,2831418722.66524,2915233015.03788,2875474953.40836,2941022027.77672,2974332836.22153,2955528348.89939,3001733663.71362,2943171112.81921,3094144293.34207,3316651519.10056,3374866165.84161,3496749743.34591,3641460689.42046,3830680147.32004,4032799496.90528,4180138018.80887,4250616305.04776,4279840193.7046,4442813034.63534,4608724292.15863,4813398364.26896,5071041645.23612,7275908034.11422,8735455982.28699,13784568758.052
Guyana,GUY,Land area (sq. km),AG.LND.TOTL.K2,..,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196710,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,196850,..
Guyana,GUY,"Population, total",SP.POP.TOTL,571990,588597,604833,620703,635957,650207,663241,675064,685887,695919,705261,713904,721994,729865,737701,745590,753553,761378,768609,774482,778176,779686,779639,778372,776007,772671,768508,763706,758450,752897,747116,744096,744998,747189,749546,751689,753571,755211,756697,758014,759051,759809,760323,760562,760424,759709,758367,756521,754150,751258,747932,744230,743966,747420,751115,755031,759087,763252,785514,798753,797202,804567,808726
Haiti,HTI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6694501173.34731,6498219718.34608,7010771730.38012,6878072365.32999,6764765933.38315,6911006498.66305,6871213835.4243,6725703088.18595,6939689222.63162,7204226239.94429,7251136826.24085,7721038083.25281,7796480945.43704,8167228726.20975,8639285493.35098,8736283459.22159,9473524043.0116,9824816187.24533,10434825617.0219,11223742406.1986,12051458381.5321,11707665257.9468,11290433896.4346,11392971523.979,11427254916.2282,11496233402.9899,11439039091.3276,11348253306.2642,11370998251.4577,11039712814.0954,11154318590.0919,11364080539.8319,10760655485.9066,10176750468.5454,8960564745.87858,9847455233.71256,10255216033.5728,10532590290.2642,10762394592.9657,11054082178.3021,11150259243.8388,11112041966.3035,11228920661.0592,11619774655.5386,11466642669.7846,11818917813.081,12027964993.154,12594064766.7395,12928819077.1645,13690375514.3681,12916662363.0595,13575181393.0987,13643386417.2481,14233433425.7323,14644604938.4984,14849629407.9546,15118774200.7456,15498296457.2898,15756778743.419,15485274162.3204,14973407577.4363,14704149789.5892,14456828346.4124
Haiti,HTI,Land area (sq. km),AG.LND.TOTL.K2,..,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,27560,..
Haiti,HTI,"Population, total",SP.POP.TOTL,3901139,3974934,4049504,4122260,4196349,4274348,4352949,4432716,4514006,4596642,4680812,4766423,4853117,4940710,5030652,5124560,5222342,5323827,5428667,5536423,5646676,5760197,5877684,5997739,6119932,6245539,6375097,6508349,6644959,6784161,6925331,7066055,7205780,7345940,7486091,7627316,7770593,7915172,8060896,8208941,8360225,8511728,8661546,8812245,8961489,9111900,9266288,9420826,9575247,9730638,9842880,9954312,10108539,10261206,10412740,10563757,10713849,10863543,11012421,11160438,11306801,11447569,11584996
Honduras,HND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2488221554.71134,2534394469.914,2680498409.16463,2776471958.15166,2926863603.50747,3191368847.56314,3362867975.7073,3563884850.21886,3799036503.26279,3823936864.30056,3962620383.3024,4120927210.54438,4358387600.39871,4701386276.07008,4643670096.19847,4742611928.06353,5240619049.49136,5784799119.23104,6129932487.30478,6473817206.13159,6512618291.90951,6433031815.40282,6299568219.95635,6356623024.03623,6758825363.17007,7139092751.14954,7519661681.17196,8018843592.09015,8158855312.11678,8381416559.39347,8615404668.15174,8329432815.32301,8835336566.45516,9409255132.55713,9429193673.37923,10012795187.1499,10200112185.866,10669121816.6388,11052168152.4926,10970862757.5133,11770779974.6587,12091321063.1334,12545270107.7257,13115708313.2068,13933118990.7264,14776156180.0019,15746542343.9334,16720989901.6315,17428555328.7177,17004757718.2843,17639229093.9667,18315815357.186,19072018181.9071,19604424966.4102,20203944075.628,20979791685.416,21796529142.7732,22852116284.6356,23730778960.5382,24360372249.1422,22176523297.0658,24956150020.0804,25953884373.5602
Honduras,HND,Land area (sq. km),AG.LND.TOTL.K2,..,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,111890,..
Honduras,HND,"Population, total",SP.POP.TOTL,2078617,2139928,2202854,2267708,2334492,2403465,2474523,2547497,2622982,2701381,2782753,2867501,2956021,3046715,3136539,3231631,3334814,3441122,3550368,3662736,3777990,3895736,4015647,4137784,4261919,4387693,4515568,4645733,4778114,4913676,5053234,5196887,5344774,5496841,5652934,5812832,5976550,6144112,6308537,6477365,6656725,6837861,7019908,7201881,7383407,7564613,7745200,7924462,8101777,8277302,8450933,8622504,8792367,8960657,9127846,9294505,9460798,9626842,9792850,9958829,10121763,10278345,10432860
"Hong Kong SAR, China",HKG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,12533019699.0314,14324141704.2354,16582122577.9636,18012856240.6257,20650332599.9369,21020965133.6274,21357987512.0887,22083598534.5683,24588706131.8473,26852557272.4135,28810924330.8634,31868297423.9954,35781578442.7553,36645773803.9191,36826025526.8257,42778706307.0536,47794791768.4495,51743064181.6944,57722794230.6854,63557494157.7975,69443415040.6525,71491907960.5558,75765001805.5008,83321646671.746,83952527701.9191,93234455502.1661,105726498436.603,114725502395.915,117337771138.805,121832438781.064,128779266515.791,136808525414.127,145292327130.955,154062390683.586,157719451820.36,164435957909.15,172821806742.074,162655425404.909,166732613482.046,179510112529.388,180516805740.461,183507418936.22,189115940935.164,205569147849.235,220756909398.278,236281923532.324,251557163567.58,256909926097.623,250592367947.271,267551683945.391,280433581659.831,285201849778.048,294047536179.945,302170258934.603,309385622601.348,316116056185.969,328116147738.732,337457353723.715,331813610123.743,310097075921.454,330072673144.84,318598258232.253
"Hong Kong SAR, China",HKG,Land area (sq. km),AG.LND.TOTL.K2,..,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1010,1010,1000,1000,1000,1000,1000,990,990,990,990,990,990,990,990,990,990,990,990,990,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,..
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,3114671,3168100,3305200,3420900,3504600,3597900,3629900,3722800,3802700,3863900,3959000,4045300,4123600,4241600,4377800,4461600,4518000,4583700,4667500,4929700,5063100,5183400,5264500,5345100,5397900,5456200,5524600,5580500,5627600,5686200,5704500,5752000,5800500,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7393200,7452600,7507900,7481000,7413100,7346100
Hungary,HUN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78733089074.8481,76320565233.1898,75880875956.0739,78117202649.1726,79280778283.9448,79346116187.6974,81840061575.3627,85031827660.5837,87643177933.1084,91568886542.0243,95299483590.3448,99817905184.6813,103884735932.983,109083772922.95,113768132959.824,118257499574.879,118585513679.933,119776044677.938,111873380290.514,113077422068.682,115188393760.125,113748278485.318,115798616344.321,120699456740.623,125174166987.372,127929252772.234,133394359768.376,140547430034.099,147383974295.866,140699299222.253,150829649253.13,157734488468.044
Hungary,HUN,Land area (sq. km),AG.LND.TOTL.K2,..,90040,90020,90030,90030,90020,90010,90000,89990,89990,89980,89970,89970,89970,89970,89970,89950,89960,89970,89920,89910,89900,89890,89880,89880,89880,89880,89880,89870,89870,89870,89870,89870,89860,89860,89860,89860,89800,89800,89800,89620,89620,89620,89620,89620,89610,89610,89610,89610,90530,90530,90530,90530,90530,91260,91260,91260,91260,91260,91260,91260,91260,..
Hungary,HUN,"Population, total",SP.POP.TOTL,9983967,10029321,10061734,10087947,10119835,10147935,10178653,10216604,10255815,10298723,10337910,10367537,10398489,10432055,10478720,10540525,10598677,10648031,10684822,10704152,10711122,10711848,10705535,10689463,10668095,10648713,10630564,10612741,10596487,10481719,10373988,10373400,10369341,10357523,10343355,10328965,10311238,10290486,10266570,10237530,10210971,10187576,10158608,10129552,10107146,10087065,10071370,10055780,10038188,10022650,10000023,9971727,9920362,9893082,9866468,9843028,9814023,9787966,9775564,9771141,9750149,9709891,9683505
Iceland,ISL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9144289754.98199,9561920769.22616,10113797776.4047,10858456575.5095,11296586994.517,11859726687.7669,12335716528.3788,12404737216.2574,12670532078.9946,13659137611.5282,14495683157.7376,15411374460.634,16714384610.1713,17083688339.561,15774426999.3488,15327572988.2618,15610486135.6369,15776524980.7745,16494745020.423,16773046835.507,17517210519.0912,18621440660.0019,19402600566.9271,20351227274.147,20718599700.5166,19218185222.8924,20050986448.028,21343185568.4325
Iceland,ISL,Land area (sq. km),AG.LND.TOTL.K2,..,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100250,100830,100830,100830,100830,..
Iceland,ISL,"Population, total",SP.POP.TOTL,175574,179029,182378,185653,188983,192286,195570,198751,201488,203369,204438,206098,209137,212317,215209,217979,220154,221799,223537,225735,228138,230755,233860,236977,239511,241405,243180,245859,249740,252852,254826,257797,261057,263725,266021,267468,268916,271128,274047,277381,281205,284968,287523,289521,292074,296734,303782,311566,317414,318499,318041,319014,320716,323764,327386,330815,335439,343400,352721,360563,366463,372520,381900
India,IND,GDP (constant 2015 US$),NY.GDP.MKTP.KD,136368118764.494,141444752723.343,145590679100.803,154317898722.483,165819134744.363,161448523553.767,161359196070.769,173987107102.099,179881667066.684,191645388986.2,201528981976.949,204839962836.833,203706580648.589,210419774066.672,212913955935.678,232395395572.953,236260371851.574,253400505643.203,267876090840.982,253844251781.16,270942747542.307,287216120669.617,297198986845.507,318861502705.647,331044364848.07,348438426338.444,365081811360.125,379558603538.586,416101681926.58,440848677560.203,465242838816.882,470159671379.001,495935686498.182,519496481157.108,554089357369.864,596058810531.947,641058403049.107,667020119910.65,708271417735.031,770923376056.691,800534474756.832,839151987750.042,871073122272.888,939542792614.37,1013982172523.95,1094324346478.24,1182534905529.44,1273126717721.7,1312424295413.01,1415605634536.13,1535897922371.19,1616399170582.72,1704596193129.56,1813453519729.32,1947834553053.75,2103588347241.77,2277267027690.13,2432016053695.66,2588974754487.17,2689205279517.88,2532396288465.75,2761585190297.21,2954977663032.88
India,IND,Land area (sq. km),AG.LND.TOTL.K2,..,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,2973190,..
India,IND,"Population, total",SP.POP.TOTL,445954579,456351876,467024193,477933619,489059309,500114346,510992617,521987069,533431909,545314670,557501301,569999178,582837973,596107483,609721951,623524219,637451448,651685628,666267760,681248383,696828385,712869298,729169466,745826546,762895156,780242084,797878993,815716125,833729681,852012673,870452165,888941756,907574049,926351297,945261958,964279129,983281218,1002335230,1021434576,1040500054,1059633675,1078970907,1098313039,1117415123,1136264583,1154638713,1172373788,1189691809,1206734806,1223640160,1240613620,1257621191,1274487215,1291132063,1307246509,1322866505,1338636340,1354195680,1369003306,1383112050,1396387127,1407563842,1417173173
Indonesia,IDN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,52777607846.5645,55807383386.7522,56835342944.8419,55563919281.4689,57525157911.5683,58147343960.2136,59770437999.9079,60595510802.7963,67209619013.7361,71794859674.5788,77218698923.2677,82642538170.9983,88458625145.1321,95627290485.6778,102545201835.252,108295400069.004,115962331047.341,125545994770.262,134171292120.89,143754955843.811,158130451428.192,170589214267.989,174422679757.158,182089610735.494,194548373575.291,199340205436.752,210840601904.256,221382631999.469,233841394839.266,252050355912.816,270259316986.365,288571594922.789,307321553108.609,327286415440.659,351963716564.43,380895160107.945,410674256291.313,429975448821.175,373533751969.783,376488874906.683,395012382612.074,409404526234.889,427825582141.885,448277224165.229,470829486237.202,497631790460.729,525006275321.819,558318040182.412,591893632264.821,619291626040.144,657835433797.695,698422460504.866,740537688645.631,781691320719.429,820828013260.755,860854232717.853,904181621813.62,950021694198.917,999178586345.743,1049330234036.02,1027656193923.15,1065710871662.83,1122285145768.31
Indonesia,IDN,Land area (sq. km),AG.LND.TOTL.K2,..,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1811570,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1877519,1892555.47,..
Indonesia,IDN,"Population, total",SP.POP.TOTL,88382881,90816938,93345489,95962527,98675061,101157868,103561105,106260749,109138723,112149246,115228394,118347135,121504145,124709058,127945196,131213215,134521025,137861540,141250964,144693087,148177096,151686337,155228658,158790611,162331962,165791694,169135273,172421390,175694647,178949174,182159874,185361228,188558416,191737287,194928533,198140162,201373791,204628007,207855486,210996910,214072421,217112437,220115092,223080121,225938595,228805144,231797427,234858289,237936543,240981299,244016173,247099697,250222695,253275918,256229761,259091970,261850182,264498852,267066843,269582878,271857970,273753191,275501339
"Iran, Islamic Rep.",IRN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,50230111892.6792,55449481809.0695,59835129890.9532,64048764751.3212,69477043754.5232,81312952501.3769,90665899473.4042,100868354616.516,115397616677.222,133303471245.091,147870343541.256,168130921384.959,192508250323.024,206834101389.104,218832652781.319,218118785127.831,257948225479.025,250793831041.171,218589754649.366,192313604301.428,150774540116.719,142185235364.224,175131325365.81,194547639519.294,180657228908.477,184031273522.256,166023987174.079,165738247128.883,155658052540.68,165203184383.32,187662435782.691,211525869687.46,218501954624.987,215287765783.659,211631563541.252,216712931668.396,230475342779.963,233587680136.305,238446331400.403,243221687095.975,257439277642.232,263597669792.161,284893275520.074,309506055705.812,322928299525.036,333229079622.297,349889851356.231,378426075214.855,379375381824.662,383197154252.034,405414688829.422,416140817894.239,400547308188.034,394451061451.459,414113559614.582,408212917871.725,444197240268.069,456450444442.513,446162673991.867,434302748068.669,448766282365.875,469947053427.781,482866678700.07
"Iran, Islamic Rep.",IRN,Land area (sq. km),AG.LND.TOTL.K2,..,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1628760,1622500,1622500,1622500,1622500,1622500,..
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,21388806,21983622,22605050,23259094,23948624,24667026,25398700,26133341,26875302,27643685,28449705,29273682,30111574,30981898,31895534,32856976,33841060,34876497,35993661,37205013,38520664,40476251,42500030,44027986,45628402,47266160,48913237,50541490,52111868,53644736,55793629,57990883,59372016,59755430,59985749,60794809,61598378,62480533,63461421,64474745,65544383,66674851,67327117,67954699,69061674,70182594,71275760,72319418,73318394,74322685,75373855,76342971,77324451,78458928,79961672,81790841,83306231,84505076,85617562,86564202,87290193,87923432,88550570
Iraq,IRQ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,11719960408.4628,12100177777.175,12650053061.0896,13329936808.4533,13827850442.2379,14438869353.7323,16765457412.7023,18859574479.8485,22098725960.6124,22518592780.1695,26359581194.0697,31860629524.6259,39747322728.3863,39457673053.9762,40812640877.8267,35477076835.7812,34950156497.762,35458295516.5775,37106251916.5547,40559093071.7553,40551371862.5576,39286763051.3113,62001516274.1764,22291338820.8926,29556579047.8829,38509216444.9057,39993566688.6557,40841438900.091,45342486335.2967,54972294622.4245,74134039656.5761,87168483712.797,101918843109.708,103714123238.105,95211152136.7955,60308502623.023,92502263367.8314,94048799109.6682,99359074385.917,101232561412.062,109562084989,113264515534.869,120516349588.038,129611081201.504,147674239030.599,158939673476.529,159252811192.668,166774104911.48,189767872854.238,186314571321.541,191221819504.775,201765390166.782,177479307618.89,180289503196.502,192925535139.254
Iraq,IRQ,Land area (sq. km),AG.LND.TOTL.K2,..,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,437370,434320,434320,434320,434320,434128,434128,434128,434128,434128,434128,434128,434128,434128,..
Iraq,IRQ,"Population, total",SP.POP.TOTL,7084678,7260714,7481832,7735824,7997655,8270544,8553883,8848502,9156132,9476737,9811347,10154928,10507315,10872139,11243146,11617622,11999342,12400190,12819707,13233830,13653369,14067260,14467682,14903737,15377032,15753856,16148221,16598019,16987346,17442590,17658381,17846378,18385673,19295818,20248073,20948858,21639332,22330770,23053488,23820734,24628858,25425663,26255343,27068823,27858948,28698684,28905607,28660887,29218381,30289040,31264875,32378061,33864447,35481800,36746488,37757813,38697943,39621162,40590700,41563520,42556984,43533592,44496122
Ireland,IRL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,35933395673.5441,37180244069.7707,39593170542.8121,41462533336.5816,43228932224.5883,45674239831.3426,46311307709.4719,50114068833.4933,53715630889.9289,55366331992.7269,57071243895.3609,58968985809.8468,60315523939.2961,60168171751.3179,62788118906.0824,64725518139.8179,64448278606.273,67453560697.4644,70972892315.5242,75099199603.0937,81457494001.5015,83029329818.521,85805227886.166,88115627601.5234,93187410736.8906,102165479206.052,109704907771.2,121796324887.1,132473139695.762,146422410628.217,160191278093.194,168690740424.778,178642424207.669,184026417613.381,196518388854.028,207798116295.995,218162781857.521,229747483326.76,219445444220.344,208262981116.422,211767987813.551,213533773140.929,213521939076.437,215925533436.556,234601689874.762,291775166506.891,297630084892.439,324432693194.991,352098825394.701,371256301839.016,394216789047.752,447783940484.606,501381798800.221
Ireland,IRL,Land area (sq. km),AG.LND.TOTL.K2,..,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,68890,..
Ireland,IRL,"Population, total",SP.POP.TOTL,2828600,2824400,2836050,2852650,2866550,2877300,2888800,2902450,2915550,2932650,2957250,2992050,3036850,3085950,3137500,3189550,3238050,3282200,3329100,3373750,3412800,3453000,3485800,3510600,3532423,3538082,3539690,3540057,3524949,3511009,3513974,3534235,3558430,3576261,3590386,3608841,3637510,3674171,3712696,3754786,3805174,3866243,3931947,3996521,4070262,4159914,4273591,4398942,4489544,4535375,4560155,4580084,4599533,4623816,4657740,4701957,4755335,4807388,4867316,4934340,4985382,5033165,5086988
