Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Bangladesh,BGD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,22247400352.1555,23595183644.9778,24881836316.5365,24768401445.5375,27481232082.102,27922651633.8281,28639373607.041,28102137930.7335,30768877387.037,31144521660.157,32894797774.7572,31092332913.8512,26747574665.3333,27637113459.6333,30288053305.3783,29049812842.011,30694427675.2688,31514906931.2615,33744220309.161,35364494467.2138,35654179848.1192,38233383143.2131,39049408882.1956,40564934559.7679,42513394124.1586,43934197985.7663,45767740141.9425,47494283218.917,48641867093.2417,50021633602.4591,52833978980.2425,54675363511.9491,57651171621.042,60367442156.8879,62715811986.0899,65927663003.4102,68909517942.6078,72003483975.2442,75731123690.2467,79267885586.4466,83463768387.9977,87701464097.1389,91063169913.1174,95379170227.3896,100376593241.023,106937152108.668,114071897286.677,122123775495.452,129468042599.543,135999866916.614,143577491437.847,152858884819.567,162827513985.488,172619318579.981,183081877944.077,195078574089.067,208955445955.618,222726132228.405,239028376881.356,257868370602.064,266759738105.963,285269340366.29,305522975082.013
Bangladesh,BGD,Land area (sq. km),AG.LND.TOTL.K2,..,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,130170,..
Bangladesh,BGD,"Population, total",SP.POP.TOTL,50396429,51882769,53461661,55094115,56774465,58500159,60265259,62104488,63995652,65866908,67541860,68376204,69346705,71144818,72947807,74700345,76380080,78137788,80007550,81908151,83929765,86154836,88555336,91045478,93534239,95959099,98271746,100490256,102688833,104893674,107147651,109242834,111272102,113418757,115614891,117793338,119876868,122039226,124350471,126754824,129193327,131670484,134139826,136503206,138789725,140912590,142628831,144135934,145421318,146706810,148391139,150211005,152090649,154030139,155961299,157830000,159784568,161793964,163683958,165516222,167420951,169356251,171186372
Barbados,BRB,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2854171151.5462,2799941899.6377,2922025274.4713,3028451447.59067,3176147186.8601,3426840742.74635,3576698709.4936,3508750319.57191,3336788625.07777,3353514382.59695,3474253444.68858,3512409079.02923,3691688292.43801,3787338718.25086,3920099418.55941,4061222997.62754,3926894257.55158,3773749040.26652,3558927592.12947,3587152307.94309,3659282137.24459,3732980006.3135,3881421104.29628,4065404437.00734,4216981614.52497,4231093972.43178,4419258744.52263,4314722760.02772,4348696954.98856,4443302020.95646,4506023611.65342,4684257465.21725,4970592659.83118,5073864124.78965,5106341834.86446,4850118648.72824,4735405354.39085,4702836227.59759,4682488036.8757,4614713385.76023,4610686450.56552,4724691200,4844368803.70507,4866473198.96648,4816487749.94047,4810171058.54138,4169888153.51001,4161995686.68064,4578153440.95491
Barbados,BRB,Land area (sq. km),AG.LND.TOTL.K2,..,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,..
Barbados,BRB,"Population, total",SP.POP.TOTL,232550,233698,234829,235875,236834,237694,238494,239238,239905,240594,241397,242350,243458,244643,245851,247090,248359,249663,251009,252334,253575,254684,255642,256505,257279,257911,258370,258654,258762,258759,258868,259402,260212,260995,261712,262303,262793,263224,263642,264170,264657,265377,266455,267499,268505,269477,270425,271444,272635,273791,274711,275486,276197,276865,277493,278083,278649,279187,279688,280180,280693,281200,281635
Belarus,BLR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29452719419.1169,29099288090.7074,26305756027.7801,24306518085.0613,21462654521.7496,19230538345.9988,19768994314.0106,22022660734.392,23872562346.6071,24684229266.6333,26115915413.2539,27349972329.6317,28729851589.3736,30753350358.6553,34274529971.0238,37496336310.4988,41245967996.4164,44793123940.047,49362022330.8859,49460744060.4761,53317824854.8036,56185634672.3453,57133562481.2704,57706881121.1122,58703023049.7779,56454895054.6555,55028939583.4636,56422065249.0125,58199156902.2997,59040836991.9021,58643548764.1926,60073786383.9467,57251850481.4979
Belarus,BLR,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,202928,202892,202878,202868,202854,202855,202829,202835,202848,202844,202829,202826,202815,202833,202904,202901,202902,202898,202902,202910,202899,202908,202973,202978,202988,202988,202980,202965,202980,202950,..
Belarus,BLR,"Population, total",SP.POP.TOTL,8198000,8271216,8351928,8437232,8524224,8610000,8696496,8785648,8874552,8960304,9040000,9115576,9188968,9257272,9317584,9367000,9411000,9463000,9525000,9584000,9643000,9710000,9776000,9843000,9910000,9975000,10043000,10111000,10140000,10170000,10189348,10194050,10216470,10239050,10226955,10193831,10159569,10117433,10071963,10026738,9979610,9928549,9865548,9796749,9730146,9663915,9604924,9560953,9527985,9504583,9483836,9461643,9446836,9443211,9448515,9461076,9469379,9458989,9438785,9419758,9379952,9302585,9208701
Belgium,BEL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,107409842457.407,112757158826.444,118634065901.415,123796527265.888,132408661378.724,137123283408.933,141450750228.824,146922273105.169,153084383687.119,163233571843.436,172346670831.88,179216111161.922,188706688044.546,200749386449.419,209914113819.734,205787325003.57,217419959648.709,218781345279.661,224998884653.738,230266272692.697,240499429910.323,239827755215.623,241254698634.742,242007033807.079,247975853676.465,252071901218.968,256666571621.109,262586995647.719,274989527944.74,284529373856.785,293456205020.658,298835475229.994,303409615205.607,300491199097.648,310187964527.328,317585194591.875,321781927100.664,333989231728.476,340541460104.062,352605970422.851,365711203833.047,369732633305.117,376043542626.992,379946808976.211,393515485920.82,402651880769.961,412928965821.953,428111873071.133,430025228051.015,421335523091.64,433403805754.258,440747893479.883,444005978083.203,446045040873.594,453086009677.5,462335574841.484,468191916732.07,475774660680.469,484305039588.75,495257928942.422,468699296976.953,498161413225.898,514340884953.437
Belgium,BEL,Land area (sq. km),AG.LND.TOTL.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,30280,..
Belgium,BEL,"Population, total",SP.POP.TOTL,9153489,9183948,9220578,9289770,9378113,9463667,9527807,9580991,9618756,9646032,9655549,9673162,9711115,9741720,9772419,9800700,9818227,9830358,9839534,9848382,9859242,9858982,9856303,9855520,9855372,9858308,9861823,9870234,9901664,9937697,9967379,10004486,10045158,10084475,10115603,10136811,10156637,10181245,10203008,10226419,10251250,10286570,10332785,10376133,10421137,10478617,10547958,10625700,10709973,10796493,10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11427054,11488980,11538604,11592952,11669446
Belize,BLZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,142441397.57315,149410025.617084,156720138.493001,164487869.027588,172712064.946166,181227704.053475,189873797.115639,199202530.62043,213878230.167578,224799654.196277,235607332.252983,244936065.757774,269964377.16832,284412584.771482,322978889.093242,334582953.564568,334469125.287241,356198227.372645,384412002.13634,413308335.037329,468843260.720262,474158868.817088,473648150.267044,463497017.977184,472637480.564784,477423000.818642,499095412.44659,552674822.885241,606769039.7659,685704965.897027,764172850.678733,851692647.058824,954215837.104073,1013729298.64253,1015729751.13122,1022231221.71946,1032733597.28507,1069741968.32579,1111751470.58824,1211273981.90045,1368809615.38462,1437825226.24434,1511341855.20362,1652373755.65611,1728891063.34842,1766899660.63348,1847917986.42534,1908431674.20814,1879425113.12217,1870923190.04525,1894428506.78733,1892428054.29864,1965444570.13575,2054464705.88235,2138483710.40724,2210500000,2213000565.61086,2175492081.44796,2199497511.31222,2298519909.50226,1990450226.24434,2293418755.65611,2571581674.20815
Belize,BLZ,Land area (sq. km),AG.LND.TOTL.K2,..,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,22810,..
Belize,BLZ,"Population, total",SP.POP.TOTL,91403,93757,96188,98862,101772,104838,108062,111411,114825,118145,120905,123091,125054,126875,128620,130801,133471,136183,138933,141823,145133,148764,152409,156053,159721,163436,167191,170980,174817,178695,182589,186462,190299,194177,198416,203556,209840,217117,224907,232733,240406,248100,255987,263998,272128,280375,288729,297173,305671,314171,322106,329538,337059,344688,352335,359871,367313,374693,382066,389095,394921,400031,405272
Benin,BEN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1651120631.20698,1702986960.90688,1644635648.42826,1722427374.61861,1836981870.4635,1934229170.87415,2003394550.95633,2024999131.08149,2102806394.29528,2163314605.68904,2208695701.82018,2175635020.7364,2315449323.60297,2401263703.41501,2481449394.19509,2359973874.26701,2380844452.6776,2499497734.13223,2530868380.99745,2696279545.78613,2879134857.79855,3165730597.15583,3236486776.27533,3095770068.39576,3341259668.13685,3592867374.83073,3670873612.96399,3615810400.3938,3738937613.95942,3632222333.60336,3958255490.52115,4125523428.11008,4247544481.22213,4495438486.53376,4586264345.83802,4863513136.17711,5073825258.08587,5364793325.33994,5577293440.15279,5875201745.58889,6219354272.83808,6551040876.24789,6855207726.48719,7091272067.69734,7405393051.15167,7532259620.70017,7829312267.99939,8298002249.8545,8704320326.47528,8906198943.57178,9094481753.90831,9364019722.36152,9814543622.52939,10520350022.2063,11189200116.5961,11388160997.1088,11768488383.6731,12435944730.2686,13268812215.2663,14179807375.1013,14725558723.7316,15779238957.7758,16765953415.373
Benin,BEN,Land area (sq. km),AG.LND.TOTL.K2,..,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,112760,..
Benin,BEN,"Population, total",SP.POP.TOTL,2512284,2551216,2593302,2638082,2685619,2735843,2788642,2843739,2901218,2961166,3023443,3088381,3156408,3227380,3301276,3378703,3460329,3546454,3636927,3732394,3833939,3941569,4054385,4171526,4293070,4419552,4551382,4688787,4831624,4979680,5133419,5293046,5457778,5706181,5923394,6046511,6203860,6387026,6584183,6788589,6998023,7212041,7431783,7659208,7894554,8149419,8402631,8647761,8906469,9172514,9445710,9726380,10014078,10308730,10614844,10932783,11260085,11596779,11940683,12290444,12643123,12996895,13352864
Bermuda,BMU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1684353374.03431,1763181111.92075,1841995307.60412,1861704657.40225,2068540044.85568,2167002550.99883,2478262917.43354,2807253304.72231,2866353374.30658,2964853490.1743,3152003710.52447,3260353838.09562,3319453907.67989,3368703965.66677,3398254000.45891,3526304151.11876,3841504522.23484,4068054788.86847,4127154858.45273,4215804962.82913,4550705357.03391,4659055484.60506,4412805194.77668,4501455299.15308,4523125324.58246,4432505217.97143,4728005565.7867,4905305774.5395,5104276008.72168,5126931035.37444,5127916036.59781,4946675890.08297,4943720834.23487,5092455993.93519,5122991040.76808,5348359015.58225,5487441777.63634,5739864145.64664,5963718852.73555,6165450410.7722,6739895068.97791,7226679645.63174,7119884453.30351,7362722827.73814,7533631299.4758,7659759815.30576,8084406664.52899,8354841362.08309,8198943712.90485,7737613934.72433,7543950875.42882,7261600082.73073,6876350478.40565,6857116738.50431,6603330213.03728,6654541000,6610806937.02849,6849550930.14215,6819905984.64909,6840793088.0543,6373022721.95909,6565093928.38781,6757261642.88508
Bermuda,BMU,Land area (sq. km),AG.LND.TOTL.K2,..,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,..
Bermuda,BMU,"Population, total",SP.POP.TOTL,44400,45500,46600,47700,48900,50100,51000,52000,53000,54000,55000,54600,54200,53800,53400,53000,53200,53400,53600,53800,54670,55050,55449,55930,56423,56898,57382,57849,58347,58841,59326,59021,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63918,63911,63893,63764,63532
Bhutan,BTN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163460577.217755,188179567.655752,194652519.212584,214956754.524134,224751600.800838,233805793.207592,260441411.164803,336110902.198529,352134562.672114,378036057.478786,417287987.088114,415585970.843011,434706630.167482,443341497.433508,465293567.950469,498208980.63402,525935171.620912,554198078.459207,586973523.704155,633837325.612263,655103000.700725,709797252.044872,787820166.508844,849453720.199684,900495204.661722,966116535.629909,1033742162.81658,1223546052.64197,1282269663.5028,1368801499.95171,1532317103.56015,1654636109.78433,1739327018.6244,1776200275.4173,1878802407.59736,2003596824.31099,2166429810.19685,2267208543.32354,2336474707.9914,2470942799.28197,2223608854.47824,2314501509.79551,..
Bhutan,BTN,Land area (sq. km),AG.LND.TOTL.K2,..,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,46723,39800,39800,39800,39800,39800,39800,39800,39800,39800,39800,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38117,38144,38144,38140,38140,38140,38140,..
Bhutan,BTN,"Population, total",SP.POP.TOTL,221266,227071,233417,240268,247444,255010,262976,271339,280102,289296,298894,308837,319128,329800,340842,352269,364119,376387,389072,402063,415257,428641,442201,456033,470165,484528,499151,514026,529051,544209,558442,567710,545944,520838,521260,527536,537494,546865,557143,570990,587207,603234,619048,634627,649991,663323,673260,681614,689737,697678,705516,713331,721145,728889,736357,743274,749761,756121,762096,767459,772506,777486,782455
Bolivia,BOL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4727739746.57154,4826516220.94735,5095783596.36433,5442175895.64954,5657500838.41073,5935478858.29048,6361087691.7343,6762931564.89177,7339771963.56157,7668160505.07993,8069284227.95154,8477859236.6012,9153331417.37735,9678655892.40561,9963166545.29281,10691575418.0281,11184945381.0081,11740973137.016,11981979454.6341,11997956711.0459,11833371991.0655,11865986702.0009,11398616583.2799,10937870663.0725,10915922108.5205,10732928705.7646,10456675549.5767,10714274143.0459,11026005730.7249,11443905787.9669,11974420933.7407,12605057005.5101,12812599040.0935,13359606833.3496,13983135100.9362,14637304837.9041,15275687754.507,16032477212.7938,16838807367.9087,16910689781.9002,17334777888.1262,17626660726.9117,18064782966.6648,18554580623.7088,19328918118.4657,20183533307.223,21151739180.8768,22117185836.643,23477060537.7351,24265185360.0464,25266542246.0612,26581436461.7176,27943010890.6533,29842021104.1396,31471565408.6312,33000198248.9146,34407300587.1524,35850757840.6068,37364958928.4415,38193230080.2463,34855949803.3644,36984185851.9533,38119620567.218
Bolivia,BOL,Land area (sq. km),AG.LND.TOTL.K2,..,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,1083300,..
Bolivia,BOL,"Population, total",SP.POP.TOTL,3707515,3784744,3864140,3945729,4029472,4115511,4204065,4295269,4389249,4486098,4585693,4688267,4793804,4902248,5013765,5127776,5244355,5363917,5486132,5610380,5736088,5862990,5991118,6120620,6251926,6385630,6521983,6661434,6804072,6949139,7096194,7244891,7394419,7544489,7693722,7841471,7989367,8137619,8286928,8439052,8592656,8746084,8900583,9057378,9216279,9377388,9542663,9711152,9880593,10051317,10223270,10396246,10569697,10743349,10916987,11090085,11263015,11435533,11606905,11777315,11936162,12079472,12224110
